UniqueCount	AmbigCount
2	0
0	7
0	13
0	12
1	39
0	7
0	13
0	12
0	0
0	0
0	0
0	12
10	262
0	0
0	0
25	0
1278	2
0	261
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
811	1716
0	187
0	1
0	1
1	2
1	1
0	2
0	2
585	25104
14	25176
0	1
0	0
0	0
0	0
0	0
7	34
0	34
155	2349
264	2349
0	0
0	2702
0	1
0	2
0	18
70205	22102
1257	21912
1	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	31
0	0
0	0
8	49
45	0
0	0
0	1
0	0
2	0
0	0
630	0
0	0
0	0
10	0
15	0
0	0
1	0
0	0
0	17
0	0
0	0
0	585
0	7
0	0
0	6
0	0
10	0
1068	14740
712	14
0	3
0	0
0	2
0	2
0	0
0	0
0	0
0	0
1693	17
2	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	17
0	0
0	0
0	0
0	14384
0	3
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	31
0	0
13	0
0	0
5	1
0	0
0	0
0	0
1	3
2	3
0	1
0	3
0	2
0	0
0	0
0	2
0	0
0	0
0	0
0	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
13	1
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	2
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	2
0	0
0	0
2	0
91524	10791
0	0
0	0
0	0
3	0
0	0
161	10467
0	0
0	0
0	0
0	0
0	0
0	0
0	0
92	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11244	506
5649	2262
143102	25636
40862	122
5593	1
17138	2635
205722	1191
6299	4
4985	2
29548	14
14823	9
4137	7
21729	10
0	15
0	14
66	464
6	0
0	0
0	197
0	1281
0	3
0	3
0	0
0	0
43	206
25	15
0	122
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	323
4	332
0	189
0	1
0	1
0	0
0	0
0	22692
0	15838
0	0
0	0
0	1360
0	1353
0	0
0	238
0	143
0	232
2	4278
0	4852
1	4844
0	4956
0	1354
0	409
0	830
0	625
0	315
0	211
0	172
0	164
0	32
0	0
0	0
0	0
0	0
0	0
0	174
0	158
0	9
3	157
13	1
3	171
0	164
0	172
0	137
0	59
0	59
0	51
0	55
25	0
1107	104
16	102
0	0
0	8
0	8
0	0
0	0
0	0
0	2076
0	2188
0	5
0	77
99	115
0	100
0	89
0	538
0	2
4	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	1208
0	0
0	4457
3	5691
5	4461
0	1371
0	1374
0	0
0	0
0	0
0	0
1	0
1	372
0	365
15	231
0	252
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
26	219
0	1
0	1
0	0
0	0
54	80724
6	37961
511	65798
11	33118
19	66729
69	27187
0	33257
73	49928
66	2387
1	396
0	333
0	164
0	311
0	11
30	0
0	2
0	2
0	2
0	2
0	2
0	15
0	49
0	0
17	0
0	1267
0	55150
0	0
99	401
0	403
0	1288
0	1286
0	174
0	165
0	139
0	140
0	120
7	15
148	0
0	0
227	53
8	52
5	22
0	3
0	3
0	0
0	0
0	1
0	0
0	2
0	0
0	0
0	0
0	0
5	9
0	2
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
398	5531
0	136
0	1
0	1
17	0
0	0
0	0
0	0
0	2
0	1
0	0
0	63
111	0
246	1
6	0
17	401
6	379
2	235
0	305
0	0
0	1399
0	1392
0	10
0	125
18	307
12465	12
1	3050
1	369
0	3545
0	392
6	387
9	363
0	3545
0	3060
2	3165
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	528
0	191
13	1047
3	928
2	434
3	411
0	486
0	231
92	489
47	553
0	0
0	1
1	2
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
173	107
0	24
0	91
0	86
2	12
0	32
0	32
1	10
0	2
1	7859
0	5
36764	47523
604	32536
14	22098
0	1
0	1
0	1
0	1
0	1
0	0
0	0
1	165
1	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
0	119
1	740
0	149
3	201
0	719
1	541
1	12
0	597
8	682
0	288
0	67
6	117
0	120
6	215
0	208
0	22
412	126
0	10
5	740
1	118
7	517
0	671
0	323
1	92
0	349
0	123
1	361
2	672
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	2
0	0
0	0
0	2
0	8
15	9
0	8
0	1
0	1
0	2
0	0
0	0
0	0
0	0
0	0
1	1
0	371
1	309
4	229
0	209
0	20
0	117
3	342
0	343
0	284
0	181
1	385
1	195
1	375
2	248
1	335
3	332
0	8
6	264
6	22
0	325
2	69
0	243
0	160
2	261
0	200
0	204
0	289
1	300
0	197
0	132
0	75
4	61
0	155
0	219
0	202
6	815
1775	2150
7	2079
4	1665
0	2
0	2
0	0
0	2
0	2
0	2
0	1
0	0
0	2
0	2
0	2
7	316
10	294
298	430
0	138
65	296
3763	5167
0	1256
0	3911
205	19709
0	1684
149	283
0	1116
7	413
164	851
0	4243
49	1200
79	1586
1	204
10	19383
0	19436
7	17926
0	0
0	0
84	1802
1	105
1	1101
1	1853
231	1923
15	168
20	56
44	169
0	125
30	6
393	1771
3	1725
1	72
1	24
0	23
0	0
0	0
0	0
0	0
0	0
121	578
2	247
0	211
1	359
14	39
63	1683
2	2836
9	835
1	680
0	177
26	64
0	2730
0	794
7	2390
0	1749
2	2341
0	1281
74	6974
0	6789
1	1595
2	1595
0	5377
23	946
0	5363
773	1361
0	1360
0	1
0	1
0	0
0	0
38	3367
315	3368
39	948
0	812
1	178
101	843
96	740
64	329
124	239
15	382
10	814
3	337
0	0
0	0
489	4490
34	1300
88	4254
16	3603
6	936
0	1304
37	297
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	13
0	13
0	3
0	37
4	15
8	29
0	2
1	7
46	919
250	1092
2	981
51	102
2	91
622	337
2	28
3	294
0	33
4	15
457	4019
1	3849
16	1478
0	3038
10	2672
28	3154
0	3454
58	209
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
11	19
0	19
0	7
0	2
0	2
0	0
0	0
1170	1403
6	879
53	471
5	491
9	248
40	143
0	100
1883	1849
13	1388
7	61
11	161
2	1742
0	0
0	0
574	0
0	0
0	0
0	0
2795	2070
0	452
5	1113
0	956
1	514
9	214
1	146
1	24
1	25
2	25
0	79465
0	70603
0	70567
0	70666
286	233
17	233
5	171
46	500
1054	500
53	311
3	148
1	173
4	173
0	102
11	1143
6	849
5	100
5	16
0	356
0	723
3	824
0	65
3	33
2	328
0	975
20	981
14	15
0	24
0	131
34	675
0	226
0	0
0	0
0	0
0	0
0	0
93	2348
50	2053
3	528
1	496
7	110
5017	677
0	65
65	156
71	451
0	1922
5	1898
29	2350
109	225
0	1738
6	85
0	504
0	567
5	95
2	391
129	144
44	20
9	1466
8	114
11	15
8	101
2	528
3	11
1	609
0	729
0	92
0	627
5	44
0	134
0	49
0	65
4	0
2	65
15	610
0	235
0	153
0	155
0	1237
0	1203
4	1963
0	1963
85	442
0	251
37	256
9	430
0	121
0	543
1	351
0	317
10	318
2	170
0	143
1	55
0	11
74	485
76	247
0	487
0	1
0	1
0	0
0	1
27	273
0	217
5	639
2286	1213
6	222
0	0
0	0
1	2584
6	1061
14	11126
2	960
0	651
0	3484
0	4185
7	1209
6	1236
12	712
19	163
4	2360
255	10622
0	0
0	0
0	2
0	1
0	2
0	2
0	3
0	1
0	2
0	2
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
0	0
44	224
7	136
44	1716
0	405
0	546
2	131
0	432
1	109
52	564
0	251
0	1716
5	1606
1	1220
112	2617
21	1525
2	0
0	0
0	0
0	0
0	0
4	621
1	118
1	314
0	291
6	498
0	82
6	78
0	153
27	180
2	477
0	3
0	3
0	5
0	5
0	1
0	12
0	20
0	10
0	18
0	18
0	8
0	6
0	5
0	20
6	2653
0	2729
0	2236
0	2032
0	2272
0	2377
0	2383
6	1667
0	2061
0	1846
79	1467
0	309
3	62
0	12
0	2832
0	2681
2	2569
2	2665
0	2177
0	2749
0	2551
0	4
0	5
0	1
0	1
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	830
0	87
6374	4
931	198
0	160
47	41
115	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
13	2996
7	207
0	1877
14	1
0	2986
1	233
1	237
1	249
447	1888
72	1642
15	0
7	1888
50	3312
4	233
0	2081
0	339
4	128
5	1215
132	72
179	2877
20	89
0	275
162	1342
0	205
2	374
3	103
0	1
13	137
79	416
11	84
1	276
1	280
1	245
1264	620
14	164
0	219
0	184
6	553
0	132
13	22
2	2841
0	2954
3	405
16	11
6	73
39	38
0	187
3	39
0	30
5	20
10	452
185	558
49	233
0	2305
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1099	4280
0	3863
33	209
5	246
4	582
23	583
0	465
0	0
9	5
0	5
0	1
0	0
0	345
2	39
0	27
0	30
0	11
0	18
0	327
2	23
5	93
0	20
3	210
0	25
0	22
0	0
46	51
0	39
0	27
0	10
11	3643
0	3641
0	56
18	2144
7	1726
21	182
6	1
3	9
95	0
123	128
0	480
179	717
52	290
3	6964
507	8595
72	7948
1	516
7	323
3	0
51	1420
13	304
13	327
1	655
0	350
54	462
9	355
0	0
0	0
0	385
0	115
0	112
0	131
0	260
2	413
0	318
0	400
0	11
0	0
0	536
1	742
0	102
60	660
0	137
0	108
31	62
11	26
0	60
0	205
48	282
8	347
1	163
12	0
0	1
0	1
0	0
0	0
0	365
0	313
3	230
0	189
0	91
0	92
0	43
1	318
73	182
0	182
1463	2557
15	2548
2	1013
4	1041
12	575
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	30
0	21
0	47
0	22
0	27
0	30
0	25
0	41
1	11
0	20
0	33
0	41
0	33
0	41
0	36
0	39
0	40
0	28
0	17
0	5
0	39
0	32
0	39
0	40
0	39
0	52
0	26
0	24
0	34
0	27
0	18
0	43
0	17
0	21
0	29
0	13
0	18
0	25
0	26
0	48
0	35
0	46
0	38
0	25
0	20
0	29
0	5
0	13
0	10
0	13
0	30
0	36
0	23
0	10
0	10
0	2
0	4
20	427
2	453
0	87
1	28
24	24
1	1
196	958
0	147
2	216
0	259
7	344
0	534
0	0
0	0
0	0
223	5265
9	5194
1	1401
65	134
1	369
1	325
7	9
20	48
0	161
8	4604
0	4604
23	5460
0	0
570	5508
0	5265
4	3770
2	3571
25	4283
9	101
78	1511
0	5452
0	171
58	1006
11	501
11	459
4	968
1	1122
20	457
24	858
4	1042
0	325
0	277
0	277
30	5
36	0
7	127
0	231
0	194
0	72
0	105
0	145
0	121
20	99
0	101
0	0
44	1155
2	172
5	718
0	920
60	514
0	263
0	135
2	791
3	314
0	60
0	343
1	291
4	213
0	162
16	99
0	411
7	111
27	1590
0	6
132	1266
16	115
0	1125
15	213
84	10
281	982
0	0
0	1613
0	736
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	792
0	679
2	531
0	405
12	0
14	66
1	63
0	344
0	245
0	301
17	1850
1	349
0	798
0	796
1	615
7	512
0	268
2	5
4	82
6	13
0	1744
2768	377
3	86
214	289
0	696
0	1224
1	5
0	1317
152	2277
0	314
0	1330
0	1219
0	1778
1	1888
0	1915
0	1845
1	1660
0	1681
0	1473
0	1438
0	102
361	1396
0	751
0	1279
0	1517
0	214
0	973
120	1124
0	91
14	647
0	51
0	161
54	42
0	0
0	0
0	0
44	17289
269	24600
25	17773
282	2542
6	19710
44	592
0	7
0	114
0	41
1	121
0	133
0	9
0	5
1	78
0	3
0	3
0	10
0	3
0	17
4	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	2063
0	1610
3	2039
0	904
0	988
908	1197
27	754
10	1002
5	150
1	609
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	237
5	67
33	64
0	287
4	274
3	242
2	181
10	172
0	7
2	3
0	12
0	21
0	26
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
0	1
0	0
0	0
0	16
0	17
0	17
0	17
0	16
0	17
0	15
0	0
0	9
0	17
0	17
0	17
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	412
0	481
0	182
0	18
0	389
0	371
0	481
6	629
0	4642
97	6137
0	27
0	1326
77	472
2	991
7	333
10	1271
7	931
4	825
38	287
10	5022
5	1508
0	29
0	879
0	66
9	72
0	864
2	1448
0	148
0	181
2	160
290	1211
2	65
6	97
11	1408
0	30
0	30
0	0
0	1
0	211
3	75
0	72
0	74
0	69
1	65
0	66
0	3
0	2
0	38
0	44
0	0
0	0
0	39
5	5
0	4
0	1
0	5
0	2
0	6
0	6
0	2
0	1
0	247
0	2
0	7
0	2
0	2
0	2
0	34
0	5
0	33
0	2
8	2
0	2
0	34
0	7
45	750
22	1088
849	1058
0	1375
19	1015
1	450
7	765
0	101
6	520
0	395
7	120
5	133
6	288
20	69
13	58
0	0
0	0
0	0
0	0
1	33
8	389
0	40
0	383
0	13
3	233
0	106
0	208
0	230
0	143
10	2
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	595
0	588
0	439
4	540
2	78
2	35
0	92
3	154
10	314
0	45
1	741
22	2958
53	1734
6	1756
0	1153
46	1729
6	1600
0	912
6	887
1	45
3	688
13	1022
0	406
0	974
1	8
8	115
52	43
0	67
58	76
8	57
0	3384
2	3010
13	2880
0	2482
0	118
50	188
0	10
3301	148742
27	152
0	127978
0	62889
31	135078
1	118832
0	114741
4	132277
125	71470
15	120580
89	115104
0	1
0	0
0	0
25	0
1101	531
9	233
41	163
99	327
75	352
1	32
1	221
0	218
0	20
2	213
0	59
3	283
0	40
0	215
0	29
0	64
2	282
0	467
2535	472
5	363
19	211
4	252
52	742
0	713
0	167
18	31
3	118
0	364
5	56
3	70
0	203
12	136
0	107
0	65
6	527
2	58
20	39
0	530
1	39
0	590
0	595
0	586
0	632
0	627
0	511
0	129
0	11
0	4
0	217
18	29
5	82
0	146
0	186
0	115
0	168
0	108
1	152
0	68
0	67
0	0
0	584
0	582
0	598
0	0
0	0
6	3060
17	3635
1	3343
1	1953
1	2129
65	592
52	570
0	216
1	484
14	302
8	0
0	262
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
4	716
1	21
0	0
0	0
0	0
0	0
404	1908
0	972
14	178
0	1882
16	112
7	40
19	163
1	171
0	15
6	222
1	15
4	91
2	29
0	10
3	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	6
0	0
0	2
0	7
0	2
0	0
0	6
1	4125
0	18
0	100
0	4099
2	68
0	190
0	4054
0	35
11	4061
0	4099
7	752
18	4120
0	455
0	104
0	3750
33	0
8	22
1	18
0	18
1	6
0	5
0	12
0	0
0	13
0	1
0	13
0	0
0	13
0	13
0	13
0	13
0	0
0	371
5	403
22	1
16	401
7	417
0	424
1	580
0	629
0	181
1	120
2	55
0	574
6	575
2	523
0	18
0	18
0	14
0	16
0	16
0	27
0	17
0	24
0	61
2	282
655	282
3	57
1	46
0	46
0	0
8	34
0	34
2	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
80	11847
0	9181
26	11847
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	13
0	13
0	12
0	0
0	12
0	12
135	18745
363	16169
57	11967
60	15992
1	15043
0	1700
151	1614
0	791
0	961
0	549
16	94
5	1212
43	552
0	1810
0	1380
5	484
59	65
72	791
2	608
23	607
0	973
0	453
119	229
2	202
0	579
0	197
0	518
1	378
0	39
2	14
0	8
0	0
2	6
0	319
12	72
5	87
0	19
0	51
0	42
1	14
0	49
9	36
17	1485
26	1379
6	763
0	553
0	1223
0	80
8	99
6	141
0	72
20	195
0	131
0	57
0	118
0	129
0	0
0	0
0	0
0	0
6	142
1842	34057
13	17676
2242	33902
0	18930
49	207
2	13471
0	3481
20	3422
12	103
0	15679
1	165
36	636
8	210
0	120
0	63
0	536
1	50
0	0
0	0
1	39
2	51
0	22
0	0
0	0
0	0
0	4
0	4
0	1
0	1
0	1
0	4
0	1
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
678	2616
4	816
13	1071
26	476
1	806
4	10
14	101
2	0
4	79
1	81
0	78
1	45
0	8
1	4
0	2
0	3
2	1
0	77
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
274	1999
5	33
1	1625
11	1789
5	55
18	119
8	282
0	1
8	1
0	0
0	1
241	3348
1	3128
164	1308
132	4
8	984
0	984
1	984
0	984
0	984
0	984
5	984
0	999
1	949
6	847
1	178
1	59
0	35
0	27
0	5
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	10
0	10
2	9
0	8
0	0
0	0
3	716
4	58
0	26
4	71
7	1
0	32
3	47
0	56
0	58
0	714
1	1
0	38
1	71
7	219
0	36
0	0
0	0
1	0
0	5
0	8
0	9
0	11
0	11
0	0
0	1
0	9
0	387
0	3341
0	6045
116	418
0	4559
0	3037
60	193
133	207
0	4436
11	891
0	62
0	559
83	57
14	683
11	4
0	1
0	4
0	0
0	0
167	3801
99	3426
0	1399
4	1524
2	1256
18	418
4	4
0	4
19	315
1	582
0	1429
0	2542
12	336
71	327
0	2573
1	2644
3	2362
222	3190
2	2185
0	2126
4	2775
0	179
149	403
232	893
8	1351
0	2841
0	1226
0	1336
0	2341
0	1823
16	2288
1	298
8	0
8	5
2	4
0	4
0	0
9181	6
564	1710
7	202
0	793
0	193
5	207
19	276
3	357
38	170
0	68
0	125
2	19
1	130
0	173
12	28
1656	1217
9	13
10	894
5	1120
1	538
15	57
0	44
0	26
394	705
3	55
147	650
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
3	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2767
0	843
2	802
1	90
3	724
0	1289
0	177
0	1139
0	1158
1	548
0	1808
2	518
0	0
2	3
0	1
0	0
0	3
0	0
0	0
1	0
0	0
1860	1445
50	414
5	56
214	987
16	3
5	88
22	1507
0	1939
0	1525
0	102
0	163
0	1655
9	1735
106	1105
296	594
8	338
1	426
2	721
5	160
2	121
197	214
19	22
1	1476
0	1544
0	119
0	341
0	92
2	80
1	97
3	1776
9	122
5	71
86	107
0	81
2	121
2	123
51	136
0	1768
0	0
0	0
0	0
0	0
0	0
211	12739
281	2480
0	1971
0	2342
1676	11820
21	359
41	771
2	572
92	4512
1	1
0	10
1	11
0	7
0	12
0	10
1	2
0	11
0	2
0	2
0	22
0	13
1	27
1	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
6	1311
4	1312
0	1341
6	351
0	36
4	55
1	0
2	24
0	2
0	3
0	4
0	0
1	2
0	1
0	4
1	5832
62	5179
2	3182
39	33
15	3161
23	229
7	77
0	81
0	3068
0	3028
1	321
4	59
0	335
40	305
1	203
1	185
0	137
14	39
0	4241
0	3743
0	21
0	470
0	41
0	130
2	466
0	452
1	44
1	465
1	79
0	76
0	402
4	101
0	119
0	119
2	285
12	705
0	53
0	29
0	666
0	34
2	23
0	479
1	16
34	671
90	47
0	0
0	0
0	0
0	0
0	0
0	49
0	3
0	1
3	0
3	0
11	1465
2535	1485
26	810
15	152
11	254
0	971
0	1198
1	1042
8	273
2	153
0	565
8	980
8	731
2	1044
8	953
1	58
19	125
7	267
365	114
0	114
382	1
8	597
4	252
2	4
2	89
953	327
0	122
2	238
10	571
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
78	362
0	667
0	699
5	139
0	427
3	309
0	127
9	40
0	146
15	238
7	37
0	44
0	33
1	25
2	1524
1	913
0	1519
1	1532
0	1946
10	2215
19	2150
8	2476
0	2196
0	1405
1	1552
0	94
1	1565
0	1509
1	671
0	2192
464	0
1	1571
0	1426
3	1044
0	828
0	235
1	451
6	521
1	477
3	276
2	14
0	11
0	11
0	0
0	0
0	0
1816	755
4	627
7	552
23	488
1	372
2	200
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	154
0	55
1	55
0	43
0	0
0	0
0	55
2	14
0	12
80	89
0	8
0	9
0	7
1	2
1	99
11	51
0	28
1	856
0	1
0	0
0	0
0	0
0	0
0	1
111	4237
0	3797
2	2169
0	1740
1	1938
0	2205
0	1049
0	717
212	12
0	1
0	2
4	3
1	5
65	113
103	225
8	86
3	166
28	165
15	146
8	1
0	15
1	69
1	68
0	16
45	1054
2	3252
3	3639
0	5433
306	3498
0	5698
1	6120
0	3302
1	3182
18	1678
10	288
8	1455
787	594
0	40
5	2
2	978
3	1897
1	1849
2	384
0	446
5	138
56	92
0	0
294	1517
1	1399
2	140
1	166
0	1484
1	108
1	191
0	247
0	1357
2	1465
0	107
0	1471
0	79
0	42
4	4
0	88
0	36
0	105
0	213
37	1021
0	1828
2	732
6	769
0	1092
1	1069
0	352
1	716
1	804
2	340
2	278
2	524
2	480
1	360
0	231
7	270
50	81
0	1460
0	0
1	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	60
0	0
1	0
0	53
95	154
0	31
0	122
0	83
0	100
4	114
0	75
2	60
0	9
0	1
0	18
5	2
3	1
0	16
0	16
2	0
0	14
0	14
0	11
0	0
0	1
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5973
0	5830
0	5733
27	5837
1	1061
4	1039
0	1009
0	546
1	299
0	629
0	481
0	678
0	644
0	701
2	189
0	1
26	20
12	28
376	0
0	142
238	7533
8	521
21	696
0	518
2	623
3	645
0	1112
0	697
1	6459
0	491
0	709
88	7406
0	745
13	1365
32	39
40	91
19	488
43	604
2	658
2	186
0	0
0	0
0	0
1195	1375
0	205
2	563
51	870
16	547
1	0
30	75
10	95
0	103
11	1585
6	1572
37	5
0	219
0	290
81	503
0	254
0	1621
0	1
0	1
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
17	3298
0	1054
0	2841
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
6	67
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	468
20	67
0	72
13	5
1	41
0	480
0	530
0	494
894	184
5	111
2	32
10	1
0	26
4	0
0	10
4	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
9	223
8	317
25	376
7	57
2	63
